timestamp_iso,jobid,last_sync_epoch,now_epoch,age_seconds,state,fail_count
"2026-04-25T08:48:49Z","162-0",1777106884,"1777106929",45,"unknown",0
"2026-04-25T08:48:49Z","162-1",1777106887,"1777106929",42,"unknown",0
"2026-04-25T08:49:00Z","162-0",1777106884,"1777106940",56,"unknown",0
"2026-04-25T08:49:00Z","162-1",1777106887,"1777106940",53,"unknown",0
"2026-04-25T08:49:10Z","162-0",1777106944,"1777106950",6,"unknown",0
"2026-04-25T08:49:10Z","162-1",1777106947,"1777106950",3,"unknown",0
"2026-04-25T08:49:21Z","162-0",1777106944,"1777106961",17,"unknown",0
"2026-04-25T08:49:21Z","162-1",1777106947,"1777106961",14,"unknown",0
"2026-04-25T08:49:32Z","162-0",1777106944,"1777106972",28,"unknown",0
"2026-04-25T08:49:32Z","162-1",1777106947,"1777106972",25,"unknown",0
"2026-04-25T08:49:43Z","162-0",1777106944,"1777106983",39,"unknown",0
"2026-04-25T08:49:43Z","162-1",1777106947,"1777106983",36,"unknown",0
"2026-04-25T08:49:53Z","162-0",1777106944,"1777106993",49,"unknown",0
"2026-04-25T08:49:53Z","162-1",1777106947,"1777106993",46,"unknown",0
"2026-04-25T08:50:04Z","162-0",1777106944,"1777107004",60,"unknown",0
"2026-04-25T08:50:04Z","162-1",1777106947,"1777107004",57,"unknown",0
"2026-04-25T08:50:15Z","162-0",1777107004,"1777107015",11,"unknown",0
"2026-04-25T08:50:15Z","162-1",1777107007,"1777107015",8,"unknown",0
