timestamp_iso,jobid,last_sync_epoch,now_epoch,age_seconds,state,fail_count
"2026-04-25T08:24:58Z","162-0",1777104904,1777105498,594,,0
"2026-04-25T08:24:58Z","162-1",1777104907,1777105498,591,,0
"2026-04-25T08:25:09Z","162-0",1777104904,1777105509,605,,0
"2026-04-25T08:25:09Z","162-1",1777104907,1777105509,602,,0
"2026-04-25T08:25:20Z","162-0",1777104904,1777105520,616,,0
"2026-04-25T08:25:20Z","162-1",1777104907,1777105520,613,,0
"2026-04-25T08:25:30Z","162-0",1777104904,1777105530,626,,0
"2026-04-25T08:25:30Z","162-1",1777104907,1777105530,623,,0
"2026-04-25T08:25:41Z","162-0",1777104904,1777105541,637,,0
"2026-04-25T08:25:41Z","162-1",1777104907,1777105541,634,,0
"2026-04-25T08:25:52Z","162-0",1777104904,1777105552,648,,0
"2026-04-25T08:25:52Z","162-1",1777104907,1777105552,645,,0
"2026-04-25T08:26:03Z","162-0",1777104904,1777105563,659,,0
"2026-04-25T08:26:03Z","162-1",1777104907,1777105563,656,,0
"2026-04-25T08:26:14Z","162-0",1777104904,1777105574,670,,0
"2026-04-25T08:26:14Z","162-1",1777104907,1777105574,667,,0
"2026-04-25T08:26:24Z","162-0",1777104904,1777105584,680,,0
"2026-04-25T08:26:24Z","162-1",1777104907,1777105584,677,,0
"2026-04-25T08:26:35Z","162-0",1777104904,1777105595,691,,0
"2026-04-25T08:26:35Z","162-1",1777104907,1777105595,688,,0
"2026-04-25T08:26:46Z","162-0",1777104904,1777105606,702,,0
"2026-04-25T08:26:46Z","162-1",1777104907,1777105606,699,,0
"2026-04-25T08:26:56Z","162-0",1777104904,1777105616,712,,0
"2026-04-25T08:26:56Z","162-1",1777104907,1777105616,709,,0
"2026-04-25T08:27:07Z","162-0",1777104904,1777105627,723,,0
"2026-04-25T08:27:07Z","162-1",1777104907,1777105627,720,,0
"2026-04-25T08:27:18Z","162-0",1777104904,1777105638,734,,0
"2026-04-25T08:27:18Z","162-1",1777104907,1777105638,731,,0
"2026-04-25T08:27:29Z","162-0",1777104904,1777105649,745,,0
"2026-04-25T08:27:29Z","162-1",1777104907,1777105649,742,,0
"2026-04-25T08:27:39Z","162-0",1777104904,1777105659,755,,0
